#result_type=3
mmu-miR-223-3p	12	26	501	15	62	472	68	218	7085	2.75864e-19	6.24335e-14	0.00177454
mmu-miR-181b-5p	22	23	491	29	71	454	139	317	6926	1.1108e-18	1.5811e-12	0.0179941
mmu-miR-17-5p	8	23	498	10	53	480	60	218	7060	4.63011e-11	4.11921e-09	0.0343712
mmu-miR-20a-5p	8	32	494	11	68	467	68	299	7000	1.09796e-12	5.04303e-09	0.0064954
mmu-miR-125b-5p	11	36	486	15	75	453	116	357	6874	3.23349e-12	1.0622e-08	0.0204704
mmu-miR-122-5p	14	43	488	15	61	476	84	333	6977	1.97147e-12	1.14448e-08	0.000947527
mmu-miR-155-5p	19	22	500	16	32	490	90	144	7137	1.3391e-10	1.48999e-08	0.00131172
mmu-miR-130b-3p	18	11	493	17	43	466	108	206	6993	5.6761e-10	7.79684e-08	0.333733
mmu-miR-106b-5p	5	20	500	2	37	490	37	128	7133	8.22949e-10	8.71661e-08	0.0333206
mmu-miR-29b-2-5p	18	11	493	17	40	468	102	187	7012	5.28583e-10	1.07339e-07	0.168279
mmu-miR-19a-3p	13	28	487	18	57	465	95	278	6939	4.05859e-11	1.18022e-07	0.00224886
mmu-miR-125a-5p	15	18	498	20	53	463	100	286	6976	2.44262e-10	1.18545e-07	0.167412
mmu-miR-98-5p	4	11	510	12	33	486	28	131	7177	9.78902e-11	2.78038e-07	0.0242247
mmu-miR-410-5p	4	10	510	12	31	487	27	117	7192	7.28532e-11	2.89375e-07	0.0194487
mmu-miR-206-3p	11	23	506	15	16	512	56	89	7199	4.56291e-10	0.000794534	3.00631e-07
mmu-miR-124-3p	9	31	492	8	44	488	61	196	7049	3.95596e-10	3.58585e-07	0.000724809
mmu-let-7i-5p	4	10	510	12	31	487	27	117	7192	1.39686e-10	4.62362e-07	0.0228825
mmu-miR-298-5p	12	25	489	17	53	464	81	276	6943	2.86861e-10	5.71001e-07	0.00814208
mmu-miR-181a-5p	9	21	500	8	35	490	69	134	7131	4.32909e-09	1.124e-06	0.00658918
mmu-miR-351-5p	8	30	484	15	53	466	77	272	6948	6.34144e-10	1.63581e-06	0.00146598
mmu-miR-34a-5p	8	17	506	11	12	513	55	69	7203	3.76118e-06	0.048461	2.7492e-06
mmu-miR-27a-3p	17	27	499	28	44	473	135	212	7040	1.79302e-12	7.41247e-06	5.50232e-06
mmu-miR-7a-5p	4	15	500	4	27	494	37	100	7100	1.09342e-06	5.84911e-06	0.0451628
mmu-miR-1a-3p	8	28	503	10	47	496	85	246	7052	7.26445e-08	6.72545e-06	0.0603633
mmu-miR-29a-3p	9	24	505	13	30	500	62	130	7134	1.07603e-09	7.63817e-06	8.41408e-05
mmu-miR-449a-5p	7	27	496	9	12	512	57	96	7198	2.02903e-07	0.0364689	1.02463e-05
mmu-miR-378a-3p	3	15	502	7	27	492	21	107	7153	4.03517e-08	2.78083e-05	0.00221627
mmu-miR-138-5p	21	10	492	14	24	486	109	135	7028	7.4908e-06	8.18243e-05	0.118324
mmu-miR-29b-3p	10	28	501	21	43	493	99	228	7039	2.82609e-10	8.90538e-05	0.000271708
mmu-miR-182-5p	8	17	499	16	16	488	59	126	7138	1.67199e-05	0.0747941	0.000102596
mmu-miR-150-5p	12	24	494	20	37	475	72	223	7041	2.02268e-09	0.000166452	0.000285813
mmu-miR-34c-5p	6	14	509	9	13	512	37	77	7204	6.46774e-05	0.0338955	0.000203347
mmu-let-7e-5p	7	12	512	15	19	496	53	74	7215	3.02372e-08	0.000327308	0.000256513
mmu-miR-93-5p	2	7	515	1	15	510	16	51	7226	0.000579458	0.000323884	0.403387
mmu-miR-106a-5p	2	6	516	0	12	514	16	33	7260	0.000343029	0.00033147	0.613401
mmu-miR-376b-3p	3	6	515	0	10	517	14	31	7265	0.00061249	0.000351709	0.46372
mmu-miR-30a-5p	7	13	507	6	21	506	42	114	7182	0.000635901	0.000379881	0.165899
mmu-miR-133a-3p	7	10	509	7	15	514	28	81	7214	0.000110963	0.000380262	0.0500904
mmu-miR-375-3p	3	3	521	1	6	524	4	24	7307	0.00278906	0.00040117	0.710888
mmu-let-7a-5p	4	2	518	4	12	514	18	41	7281	0.000298523	0.000440626	0.631945
mmu-miR-466l-3p	6	7	515	13	15	503	47	48	7234	3.37988e-07	0.000469732	0.000972591
mmu-miR-214-3p	5	6	515	6	10	518	20	31	7289	1.66959e-05	0.000471385	0.00916921
mmu-miR-141-3p	3	12	505	3	24	499	25	99	7184	5.52863e-05	0.000476152	0.0765257
mmu-miR-335-5p	10	0	513	0	2	530	15	10	7309	3.98101e-05	0.000507753	0.784341
mmu-miR-16-5p	4	20	501	5	21	508	52	96	7202	9.60115e-06	0.0141729	0.00061959
mmu-miR-21a-5p	12	9	510	13	10	514	58	52	7226	1.07335e-05	0.00291916	0.000636331
mmu-miR-709	11	27	489	16	28	482	102	194	7042	3.46703e-05	0.00661449	0.00064344
mmu-miR-195a-5p	6	11	504	9	8	516	53	46	7245	0.000641647	0.15209	0.000800325
mmu-miR-497a-5p	3	6	515	6	4	525	24	20	7294	0.00170336	0.311988	0.000900743
mmu-miR-146a-5p	5	19	505	3	23	507	38	99	7182	4.66582e-06	0.0022855	0.00140055
mmu-miR-17-3p	5	5	515	6	22	503	26	113	7178	8.37146e-05	0.0014053	0.670705
mmu-miR-134-5p	2	5	512	4	12	503	16	55	7220	0.00423122	0.0014905	0.490052
mmu-miR-210-3p	7	10	514	9	18	504	31	104	7186	5.51991e-05	0.00162471	0.041626
mmu-miR-127-3p	4	2	520	6	4	523	11	5	7319	7.01719e-06	0.00166316	0.00281459
mmu-miR-320-3p	1	15	504	4	3	527	15	60	7246	0.000580097	1	0.00187657
mmu-miR-20b-5p	4	5	515	5	22	503	27	109	7177	0.000292951	0.00203364	0.773742
mmu-miR-294-3p	6	1	518	0	1	534	6	6	7328	0.000752494	0.00209249	1
mmu-miR-295-3p	6	1	518	0	1	534	6	6	7328	0.000752494	0.00209249	1
mmu-miR-302d-3p	6	1	518	0	1	534	6	6	7328	0.000752494	0.00209249	1
mmu-miR-34b-5p	4	0	522	8	2	525	13	7	7312	9.69243e-05	0.0496175	0.00219364
mmu-miR-486a-5p	4	8	514	3	13	517	35	37	7267	9.26397e-05	0.00228321	0.047307
mmu-miR-30c-5p	5	10	509	3	14	514	36	76	7224	0.0124231	0.00337984	0.394149
mmu-miR-152-3p	7	6	514	5	5	524	29	16	7283	0.000109958	0.00352379	0.0113866
mmu-miR-144-3p	5	5	516	4	7	523	23	19	7289	0.000304722	0.00355322	0.024968
mmu-miR-148a-3p	7	10	513	5	10	519	34	44	7251	0.000155573	0.0064912	0.00490328
mmu-miR-222-3p	1	2	522	3	8	520	9	24	7293	0.00288458	0.00496604	0.397943
mmu-miR-31-5p	4	6	517	3	14	511	22	62	7222	0.00307844	0.00524145	0.237513
mmu-miR-301a-3p	5	4	516	5	8	518	26	34	7269	0.00448882	0.00685244	0.180102
mmu-miR-27a-5p	6	11	503	3	19	497	60	111	7140	0.0201661	0.00689247	0.832899
mmu-miR-291a-3p	6	1	518	0	2	533	11	11	7311	0.00447605	0.00725474	1
mmu-miR-143-3p	3	7	519	8	9	523	23	50	7255	0.000759583	0.0761156	0.0074607
mmu-miR-140-5p	9	4	517	9	11	517	33	66	7246	0.000123078	0.00798468	0.057942
mmu-miR-146a-3p	1	9	513	2	9	520	18	47	7250	0.0183338	0.35997	0.00875581
mmu-miR-342-5p	5	10	503	9	8	504	43	76	7191	0.0175093	0.452774	0.0100396
mmu-miR-499-5p	4	4	518	4	5	524	18	14	7304	0.000838191	0.0107501	0.0211715
mmu-miR-687	4	4	518	3	5	525	18	13	7305	0.00122792	0.0107501	0.037666
mmu-miR-3473a	4	4	518	3	5	525	18	13	7305	0.0012494	0.0109574	0.0383782
mmu-miR-23a-5p	4	4	518	3	5	525	18	13	7304	0.00126899	0.0109977	0.0390472
mmu-miR-216a-5p	4	4	518	3	5	525	18	13	7305	0.00133426	0.0117834	0.0412105
mmu-miR-27b-3p	12	13	506	16	21	500	80	147	7113	0.000253918	0.0121182	0.0118795
mmu-miR-145a-5p	4	10	509	10	16	510	49	84	7204	0.000864223	0.0491673	0.0126803
mmu-miR-224-5p	1	1	523	0	4	531	2	7	7334	0.0159757	0.0147782	0.679191
mmu-miR-146b-5p	4	11	508	5	9	517	48	65	7199	0.0540041	0.570263	0.0161772
mmu-let-7c-5p	1	13	508	5	6	520	28	64	7229	0.0107929	0.85598	0.0169137
mmu-miR-205-5p	7	5	517	5	6	523	37	27	7270	0.00620396	0.0177857	0.0911252
mmu-miR-511-5p	0	3	522	2	3	526	0	8	7327	0.000459129	0.0702771	0.0193705
mmu-miR-139-5p	2	13	509	2	15	513	40	71	7214	0.00151873	0.155505	0.0198562
mmu-miR-34a-3p	3	3	518	3	4	526	11	19	7304	0.0147344	0.164983	0.0202703
mmu-miR-429-3p	3	3	518	5	5	523	23	23	7295	0.024048	0.244731	0.0212273
mmu-miR-200c-3p	2	8	515	6	13	512	32	62	7228	0.00378814	0.109068	0.0215359
mmu-miR-504-5p	1	1	523	0	4	531	4	7	7332	0.0210792	0.0221078	0.733714
mmu-miR-101a-3p	6	10	502	10	11	501	57	83	7173	0.0188607	0.164861	0.022651
mmu-miR-26a-5p	2	9	515	4	11	517	20	51	7263	0.00231773	0.0304753	0.0238198
mmu-miR-29c-3p	5	2	518	7	0	528	24	22	7286	0.0117113	0.77767	0.0247058
mmu-miR-7a-1-3p	1	7	519	1	2	532	13	20	7301	0.0240978	0.929082	0.0258167
mmu-miR-7a-2-3p	1	7	519	1	2	532	13	20	7301	0.0240978	0.929082	0.0258167
mmu-miR-9-5p	4	4	515	7	6	522	41	33	7255	0.0523214	0.36505	0.0258338
mmu-miR-10a-5p	4	2	519	5	1	528	20	6	7308	0.0151523	0.168656	0.0267834
mmu-miR-291b-3p	7	3	515	1	3	525	11	36	7286	0.00287097	0.027632	0.740512
mmu-miR-203-3p	2	3	521	3	5	523	10	21	7292	0.0164175	0.0353035	0.153531
mmu-miR-491-5p	0	3	522	1	0	534	1	6	7335	0.0318008	1	0.0378787
mmu-miR-217-5p	5	5	514	5	6	523	38	20	7275	0.00451984	0.0513057	0.0418426
mmu-miR-200a-3p	1	2	523	2	8	522	12	27	7304	0.0191958	0.0424093	0.498955
mmu-miR-451a	2	11	508	5	9	517	29	65	7216	0.0197757	0.178176	0.0458254
mmu-miR-487b-3p	0	3	523	0	4	530	0	13	7331	0.0195086	0.047829	0.295434
mmu-miR-7578	1	4	519	0	7	522	14	21	7290	0.0146538	0.0481604	0.466237
mmu-miR-7b-5p	2	6	513	2	9	523	21	37	7265	0.0180313	0.0482987	0.157472
mmu-miR-135a-5p	0	10	516	1	15	515	24	62	7250	0.00122792	0.0610044	0.112293
mmu-miR-211-5p	0	1	525	1	5	528	6	11	7316	0.0272914	0.0625587	0.539938
mmu-miR-15a-5p	4	7	513	4	9	523	36	43	7267	0.0201233	0.105665	0.0627901
mmu-miR-200b-3p	1	8	516	4	14	511	27	63	7232	0.00450995	0.0672407	0.0796999
mmu-miR-326-3p	0	2	524	0	5	528	3	16	7306	0.108135	0.0774665	0.818628
